Site,Participant_ID,RowNumber,session_id,age,attentioncorrect,big5_01_E,big5_02_Ar,big5_03_C,big5_04_N,big5_05_O,big5_06_Er,big5_07_A,big5_08_Cr,big5_09_Nr,big5_10_Or,elm_01,elm_02,elm_03,elm_04,elm_05,gender,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06r,intrinsic_07r,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,major,mood_01,mood_02,nfc_01,nfc_02r,nfc_03r,nfc_04,nfc_05,nfc_06r,selfesteem,stress_01,stress_02r,stress_03r,stress_04,year,Station
PacificLutheranUniversity,NA,2512,7652698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,2,NA,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,NA,2,2,2,5,5,5,5,5,NA,3,3,5,4,NA,NA
PacificLutheranUniversity,NA,2182,7600460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PacificLutheranUniversity,NA,917,7470807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PacificLutheranUniversity,NA,951,7473281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PacificLutheranUniversity,NA,2312,7608698,19,I read the instructions,7,2,7,3,5,1,7,2,7,4,7,9,6,8,6,1,2,2,2,3,2,4,3,3,3,4,2,2,3,3,4,Elementary Education,2,2,3,2,4,2,3,2,7,4,5,2,3,3,NA
PennStateAbington,1,175,7391552,18,I read the instructions,6,4,6,5,6,5,6,2,4,2,7,5,3,7,5,1,3,3,2,4,3,2,3,3,2,4,4,3,4,2,4,Athletic Training,2,2,3,1,4,3,4,3,4,2,4,3,2,1,E1
PennStateAbington,10,196,7392714,18,I read the instructions,7,6,6,7,5,2,6,2,2,6,6,2,7,3,4,2,3,3,3,3,4,2,2,3,4,4,3,2,2,4,4,Psychology,2,2,4,2,4,4,4,4,5,2,5,4,1,1,E1
PennStateAbington,100,2457,7625268,23,NA,6,6,3,7,7,4,7,2,4,1,4,NA,NA,7,6,1,1,1,1,3,2,4,4,4,2,2,3,3,4,2,3,PSSBS,3,3,1,1,4,1,4,1,6,3,4,4,2,3,E1
PennStateAbington,101,2458,7625274,18,I read the instructions Haha I read them.,5,6,6,5,7,7,3,5,7,4,8,7,7,6,7,2,2,2,2,4,3,4,3,3,3,3,4,2,2,3,4,Wildlife and Fisheries Science,2,2,3,4,3,2,4,4,6,3,4,4,4,1,B1
PennStateAbington,102,2644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1
PennStateAbington,103,2465,7629775,22,I read the instructions,6,5,5,6,5,4,6,2,4,4,5,3,2,3,1,1,3,3,2,3,3,2,2,4,3,4,2,2,3,3,3,Psychology,6,5,4,2,1,4,2,3,4,4,3,3,5,4,NA
PennStateAbington,104,2466,7629868,19,I read the instructions,6,3,4,5,7,1,5,1,5,3,5,5,3,3,4,1,3,2,2,3,2,3,3,3,2,4,3,4,4,4,4,communications,1,1,3,4,3,2,3,2,6,2,4,4,2,1,E1
PennStateAbington,105,2469,7631097,19,NA,6,3,3,2,5,1,5,2,5,3,9,7,5,5,7,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,3,nursing,2,2,3,4,4,4,4,4,4,2,4,4,2,2,E1
PennStateAbington,106,2472,7631318,19,I read the instructions,6,4,5,3,6,1,3,6,6,5,6,5,7,6,4,1,2,1,1,4,4,3,3,2,2,3,4,2,3,3,4,Nursing,2,2,3,2,3,3,3,3,4,2,2,2,2,1,B1
PennStateAbington,107,2471,7631316,19,I read the instructions,1,6,4,4,3,5,4,5,5,3,9,5,6,5,6,2,2,3,2,3,2,2,4,2,3,3,2,1,3,1,3,Life Science (Pre-Physical Therapy),4,3,4,3,2,4,3,3,3,3,4,3,3,2,E1
PennStateAbington,108,2481,7635103,22,NA,7,5,7,3,6,1,5,2,5,2,5,5,7,6,5,1,3,3,2,4,3,2,1,4,3,2,3,1,3,1,3,Psychology,4,3,4,2,3,4,4,2,3,3,4,3,2,3,E1
PennStateAbington,109,2482,7635119,19,NA,6,3,3,5,7,1,7,2,2,1,5,5,6,4,5,1,2,2,2,3,3,2,2,3,3,2,3,2,2,3,2,Advertising,4,4,3,1,2,3,5,1,4,3,3,2,3,1,B1
PennStateAbington,11,2652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1
PennStateAbington,110,2874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1
PennStateAbington,111,2484,7635253,18,I read the instructions,5,2,3,1,5,3,4,3,6,4,5,5,5,6,7,2,2,1,1,3,2,2,2,3,2,3,2,2,3,1,4,Marketing,4,4,2,2,4,2,3,2,5,2,4,3,3,1,E1
PennStateAbington,112,2499,7641672,18,NA,4,1,6,5,5,7,7,2,4,1,5,4,6,7,4,1,2,1,1,3,4,4,4,4,1,4,4,3,3,2,4,Psychology,5,5,2,2,3,2,5,2,2,5,2,1,4,1,E1
PennStateAbington,113,2498,7641660,18,NA,6,5,5,4,5,3,6,3,5,4,4,3,NA,5,5,1,2,2,1,2,3,2,2,3,3,3,3,2,3,2,2,Life science,2,1,1,3,4,3,3,3,5,3,3,3,3,1,B1
PennStateAbington,114,2500,7641820,18,I read the instructions,5,5,5,3,5,5,6,2,6,4,NA,NA,NA,NA,NA,2,2,2,2,3,2,3,4,3,3,3,3,3,3,3,3,Business Accountant,3,1,3,2,4,2,3,4,4,3,3,2,3,1,E1
PennStateAbington,115,2501,7641927,22,NA,7,3,7,5,7,5,5,1,4,1,9,9,9,9,8,1,3,3,1,4,4,4,3,4,4,4,4,4,4,4,4,psych and soc,2,2,3,5,4,3,4,4,5,3,3,3,4,4,B1
PennStateAbington,116,2502,7641989,21,NA,2,6,3,4,4,2,5,3,4,5,5,1,5,4,5,1,1,4,3,1,2,1,2,3,1,2,3,2,3,4,3,psychology,4,3,1,3,2,3,3,3,4,3,2,4,3,3,E1
PennStateAbington,117,2504,7642406,54,I read the instructions.,7,1,7,4,6,1,7,2,6,1,1,1,5,5,5,1,2,2,1,3,3,2,1,3,3,4,4,3,3,3,4,integrative arts,4,4,3,1,3,3,4,1,6,2,5,5,2,4,E1
PennStateAbington,118,2505,7642571,19,I read the isructions,4,5,5,4,4,4,4,4,4,3,7,5,5,7,6,2,2,2,1,2,2,3,3,3,2,3,2,3,2,2,4,Business,4,4,3,3,4,3,4,3,3,3,3,3,4,1,B1
PennStateAbington,119,2506,7642791,18,I read the instructions,6,6,7,7,1,6,6,6,5,5,4,4,5,5,6,1,1,1,1,2,3,3,3,3,3,3,3,2,2,2,4,Psychology,5,5,2,2,2,4,3,4,5,3,4,3,3,1,B1
PennStateAbington,12,2663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1
PennStateAbington,120,2508,7643008,18,NA,4,4,4,4,4,4,4,4,5,5,1,1,7,6,5,2,3,2,2,2,3,1,2,3,2,1,3,2,3,2,2,nursing,4,4,3,3,3,4,3,3,5,3,4,3,3,1,E1
PennStateAbington,121,2507,7642928,19,I read the instructions,1,1,6,7,5,6,7,5,5,2,7,6,6,7,7,2,1,3,3,3,3,3,2,2,3,4,4,2,3,4,4,psychology,4,4,3,2,2,4,5,3,1,3,2,3,4,2,B1
PennStateAbington,13,2553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1
PennStateAbington,14,2667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1
PennStateAbington,15,242,7406350,18,I read the instructions,1,3,6,4,4,7,5,2,6,2,7,7,6,6,6,1,2,2,1,4,1,3,4,4,4,3,3,2,4,3,3,Business Accounting,4,4,5,2,5,2,2,2,5,4,4,3,1,1,E1
PennStateAbington,16,243,7406351,18,I read the instructions,5,4,6,6,6,5,6,3,4,2,5,6,6,5,6,1,2,2,2,3,3,2,2,3,2,3,3,2,3,3,3,Undecided,3,3,3,2,4,3,4,2,5,3,3,3,3,1,B1
PennStateAbington,17,2670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1
PennStateAbington,19,2674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E2
PennStateAbington,2,176,7391599,19,I read the instructions,6,6,7,6,7,5,6,1,2,1,7,4,4,5,6,1,1,2,1,2,4,3,4,2,4,4,4,2,4,3,4,psychology,3,3,2,4,4,1,5,2,3,3,5,4,3,2,E1
PennStateAbington,20,2676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1
PennStateAbington,21,247,7406487,18,I read the instructions,7,4,6,2,6,3,5,2,5,4,7,8,6,7,7,2,3,3,3,4,4,2,4,4,3,4,3,2,3,2,4,undecided,2,2,3,2,4,3,3,3,7,4,4,3,2,1,E1
PennStateAbington,22,2678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E2
PennStateAbington,23,251,7406640,18,i have read the instructions,5,5,5,5,5,5,5,1,5,5,5,7,7,6,7,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,nursing,2,2,5,2,2,3,4,3,6,3,3,3,3,1,B1
PennStateAbington,24,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1
PennStateAbington,25,265,7407412,21,NA,6,4,7,6,7,6,7,1,5,1,7,8,8,8,7,1,2,2,2,3,4,4,4,4,4,3,4,4,4,3,4,Psychology,3,3,4,1,1,3,4,1,5,4,4,3,5,3,E1
PennStateAbington,26,271,7407615,21,I read the instructions,7,2,7,2,7,2,6,1,6,1,8,8,8,8,9,1,3,3,3,3,3,4,1,4,4,4,4,4,4,1,4,psychology,2,2,3,1,2,4,4,2,6,2,4,4,1,4,E1
PennStateAbington,27,272,7407646,17,NA,4,2,6,2,6,2,6,2,6,2,5,5,4,5,4,1,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,Biology,1,1,4,2,4,4,5,3,5,3,4,3,3,1,B1
PennStateAbington,28,275,7407732,21,playing soccer with friends,5,2,6,4,7,5,5,3,6,3,7,8,6,8,4,2,4,3,3,4,3,3,2,3,3,2,1,3,2,3,3,psychology,2,1,3,2,4,2,3,4,6,3,5,2,3,3,E1
PennStateAbington,29,276,7407755,22,NA,5,2,7,1,7,7,7,3,7,2,NA,9,2,9,5,2,2,1,1,NA,3,4,4,4,2,4,4,4,4,4,3,psychology,1,1,3,1,4,1,4,3,7,2,5,5,1,2,B1
PennStateAbington,3,2686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1
PennStateAbington,30,281,7407915,19,"SLEEPING,DOING CHORES, DOING WORK",4,3,6,5,5,5,6,4,4,1,9,9,6,9,7,1,2,2,2,2,1,1,1,4,3,3,3,3,3,4,4,BUSINESS,4,4,3,2,5,5,5,3,4,3,3,3,2,2,B1
PennStateAbington,31,2688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1
PennStateAbington,32,2689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1
PennStateAbington,33,2690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1
PennStateAbington,34,2691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1
PennStateAbington,35,434,7422676,18,I read the instructions,2,4,6,3,4,7,6,1,6,4,7,4,5,6,7,1,2,2,2,2,2,2,3,4,4,4,3,2,4,2,4,pre-Business,4,3,2,3,4,4,3,4,5,4,4,4,3,1,E1
PennStateAbington,36,435,7422686,18,I read the instructions,5,5,7,6,6,7,7,1,5,6,5,4,6,3,5,1,2,1,1,4,2,4,4,2,3,4,4,1,4,1,4,physical therapy,4,4,2,2,4,2,2,1,3,2,3,3,2,1,B1
PennStateAbington,37,437,7422758,19,I READ THE INSTRUCTIONS,6,5,6,5,7,6,5,2,5,1,8,8,8,8,8,1,3,3,2,4,4,4,3,3,3,3,3,2,3,2,3,PSYCH,4,4,3,1,3,3,5,4,5,5,5,2,5,2,B1
PennStateAbington,38,2695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1
PennStateAbington,39,441,7423070,19,NA,NA,4,7,1,6,6,6,2,6,3,8,6,8,7,7,1,NA,4,4,4,4,2,1,4,4,4,1,3,4,3,3,biology,3,2,4,4,1,1,4,1,NA,3,NA,3,2,1,B1
PennStateAbington,4,2962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1
PennStateAbington,40,443,7423117,18,NA,5,4,7,7,6,3,5,2,6,1,6,6,7,6,6,1,2,2,1,3,3,3,4,3,2,4,4,2,3,3,4,psychology,3,3,4,2,3,5,4,3,6,3,3,3,4,1,E1
PennStateAbington,41,2697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1
PennStateAbington,42,2584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1
PennStateAbington,43,450,7423335,18,NA,6,5,6,4,4,5,5,5,5,5,6,5,3,6,5,1,2,2,2,3,3,2,2,3,3,4,2,2,3,2,3,biology,4,3,3,3,2,3,3,2,5,3,2,4,2,1,B1
PennStateAbington,44,451,7423356,18,"drawing, painting",5,6,7,7,7,7,7,1,5,1,9,9,9,9,8,1,4,4,4,4,4,1,2,4,3,4,4,3,4,2,4,Marketing,2,3,4,1,2,4,4,1,5,1,4,3,2,1,B1
PennStateAbington,45,454,7423432,20,I read the instructions,3,6,7,2,6,6,6,1,7,2,5,3,7,2,6,2,3,2,2,3,3,4,2,3,4,4,3,4,3,3,4,Biology,2,2,2,1,4,2,4,3,5,2,5,4,2,3,B1
PennStateAbington,46,455,7423454,18,NA,3,5,6,7,4,7,7,5,3,2,5,4,2,3,4,1,2,3,2,4,4,3,4,4,3,3,3,2,2,4,4,Environmental Engineering,3,3,4,3,2,3,5,4,1,5,2,2,5,1,E1
PennStateAbington,47,2703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1
PennStateAbington,48,457,7423574,18,NA,3,5,5,5,4,6,5,6,3,4,6,5,7,5,4,1,2,3,2,3,4,3,3,3,4,4,4,1,4,4,4,psychology,4,3,3,4,2,4,5,2,3,4,2,2,4,1,E1
PennStateAbington,49,458,7423642,21,I read the instructions,5,4,7,2,7,4,1,1,7,7,9,6,5,5,4,1,2,2,1,2,2,2,3,3,4,4,1,4,4,4,4,Administration of Justice,4,4,1,3,3,3,1,3,7,1,5,5,1,3,E1
PennStateAbington,5,182,7392215,18,I read the instructions,5,6,7,7,7,7,7,6,3,5,6,7,6,5,7,1,2,1,1,2,3,3,3,3,3,3,3,2,3,3,3,Psychology,2,2,3,4,2,1,3,3,5,3,3,4,2,1,E1
PennStateAbington,50,2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1
PennStateAbington,51,460,7423665,22,NA,6,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,4,4,3,3,3,3,3,3,NA,NA,3,3,NA,3,B1
PennStateAbington,52,510,7427759,18,I read the instructions,3,5,4,2,5,6,5,3,7,2,6,4,4,5,5,2,2,2,2,3,3,2,3,3,4,3,3,2,3,2,4,Kinesology,3,2,3,4,2,3,4,2,6,3,4,4,2,1,E1
PennStateAbington,53,512,7427800,21,I read the instructions,6,4,5,4,6,1,7,1,5,1,4,3,NA,7,NA,NA,3,2,2,4,3,2,2,3,2,4,4,2,4,4,4,psychological and social sciences,2,2,3,1,1,2,3,2,5,5,2,1,5,3,B1
PennStateAbington,54,562,7434594,19.5,NA,7,5,7,5,7,4,7,3,6,2,8,8,8,7,8,1,3,3,2,3,3,2,3,3,3,3,3,3,3,1,3,corporate communications,4,3,3,2,4,4,4,3,7,2,4,4,2,2,E1
PennStateAbington,55,563,7434600,18,NA,6,2,6,5,6,6,6,2,5,1,8,5,8,7,6,2,2,2,2,2,3,2,3,4,2,4,4,1,2,3,4,NA,4,4,2,4,2,3,4,3,4,3,4,2,3,1,B1
PennStateAbington,56,566,7434668,19,sleeping,7,4,7,7,7,7,7,1,7,1,7,8,7,6,4,1,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,NA,4,4,4,2,3,2,3,3,7,3,2,1,4,2,B1
PennStateAbington,57,565,7434663,19,I read the instructions,5,3,5,5,6,4,7,2,4,1,5,6,5,4,5,1,2,2,1,3,3,4,3,3,3,4,4,3,4,4,4,Psychology,3,3,3,2,3,2,4,2,5,3,4,3,3,1,E1
PennStateAbington,58,580,7436844,21,NA,5,5,5,4,5,6,6,3,5,3,8,7,7,8,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psychology,4,4,NA,5,4,3,2,2,6,3,3,3,3,4,E1
PennStateAbington,59,584,7437014,20,NA,5,3,2,5,3,5,6,2,5,5,8,6,8,6,6,1,2,2,1,2,2,4,3,3,2,3,2,2,3,2,4,business,4,3,4,4,4,2,4,2,5,2,3,3,4,2,B1
PennStateAbington,6,186,7392329,18,NA,5,5,6,2,7,2,5,1,6,1,5,7,5,4,6,1,2,2,3,4,4,1,2,3,3,4,3,4,4,3,3,Biology,1,1,3,2,4,4,4,3,6,2,4,4,4,1,E1
PennStateAbington,60,583,7437001,19,I read the instructions,6,3,6,5,7,5,6,3,6,2,4,3,6,4,6,2,3,3,2,4,4,2,2,4,3,4,4,4,3,2,4,psychology,2,3,4,5,3,5,5,4,6,3,4,5,3,2,E1
PennStateAbington,61,585,7437120,18,I read the instuctions,3,2,6,7,7,7,6,5,7,3,6,6,7,8,6,1,2,2,2,2,2,4,2,3,2,4,4,2,3,4,3,pschology,4,4,2,2,5,4,4,2,2,3,2,3,3,1,B1
PennStateAbington,62,586,7437123,20,"I read the directions, afterwards.",3,1,7,5,5,5,7,3,3,7,6,4,4,7,6,1,1,1,1,3,2,4,4,3,2,4,3,3,3,3,3,Psychology,5,5,2,5,5,1,2,4,3,4,3,3,3,2,E1
PennStateAbington,63,2721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E1
PennStateAbington,64,588,7437184,44,I read the istructions,5,1,6,2,7,3,6,2,7,2,8,8,9,9,9,2,3,3,2,3,2,2,2,3,3,3,4,4,4,3,3,Non degree,2,2,3,2,3,3,5,1,6,2,5,3,2,continuing studies,B1
PennStateAbington,65,589,7437194,20,I read the instructions,6,6,5,2,7,1,1,6,5,7,4,4,6,5,6,1,3,3,2,4,3,2,2,4,3,4,3,3,2,4,4,psychology,3,3,3,1,2,4,4,5,5,4,5,3,4,2,B1
PennStateAbington,66,590,7437254,18,NA,7,5,5,2,6,6,6,5,6,1,5,5,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Business,4,4,2,1,4,4,4,1,5,NA,NA,NA,NA,1,B1
PennStateAbington,67,598,7437696,18,NA,6,4,6,3,6,2,7,4,7,5,7,9,6,6,6,1,2,1,1,3,4,2,3,3,3,3,4,4,4,3,4,Nursing,1,1,4,3,3,4,3,3,6,3,2,5,3,1,E1
PennStateAbington,68,599,7437724,20,NA,4,2,7,5,4,5,7,1,4,3,4,4,1,4,5,1,2,2,2,2,3,2,3,2,2,4,4,3,4,2,4,Psychology,4,4,3,3,2,4,3,4,5,3,3,3,4,2,B1
PennStateAbington,69,604,7437807,20,NA,7,4,7,2,7,1,7,1,7,1,5,5,7,3,5,1,3,3,3,4,3,3,2,4,3,4,4,4,2,2,2,Biology,1,1,3,1,1,3,3,1,7,3,2,4,1,2,E1
PennStateAbington,7,191,7392407,19,NA,3,4,5,5,5,5,5,4,4,4,5,4,5,5,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,Communications Science and Disorders,3,3,2,4,3,4,4,3,3,3,3,3,2,2,B1
PennStateAbington,70,610,7438080,21,I read the instructions,6,1,7,5,7,6,7,1,6,4,1,1,1,7,6,3,1,2,1,3,4,3,3,4,2,4,4,2,4,1,4,psychology,3,3,2,1,2,2,5,3,5,3,4,3,3,4,E1
PennStateAbington,71,612,7438097,18,I read the instructions,6,3,7,5,7,2,7,2,4,5,7,7,6,5,5,1,2,1,2,4,4,2,2,4,3,4,4,3,3,3,4,psychological and social sciences,3,2,4,2,4,3,4,2,4,3,3,3,4,1,B1
PennStateAbington,72,616,7438220,46,NA,3,3,5,3,4,5,6,2,7,3,2,4,6,6,6,1,2,3,3,3,3,3,1,4,3,4,3,3,2,3,4,Psychology,2,1,3,2,2,2,2,2,6,3,3,4,3,3,E1
PennStateAbington,73,618,7438247,19,NA,6,2,7,2,7,6,2,1,6,6,9,8,9,9,9,2,3,3,2,4,3,3,3,3,4,2,4,1,3,3,3,nursing,6,5,2,2,3,2,4,2,1,4,2,2,3,1,E1
PennStateAbington,74,621,7438383,20,I read the instructions,5,3,5,4,4,5,5,2,5,2,7,6,6,7,6,1,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,psychology,3,3,3,2,4,4,4,4,6,3,2,4,2,2,B1
PennStateAbington,75,622,7438428,18,NA,5,4,7,5,5,3,6,2,4,1,4,5,3,3,4,1,2,3,2,3,1,4,3,3,3,2,4,2,4,2,4,Psychology,4,3,3,2,3,2,2,3,4,4,3,3,3,1,E1
PennStateAbington,76,2734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1
PennStateAbington,77,653,7443448,19,I read the instructions,5,6,5,5,6,7,7,1,7,6,5,3,2,6,6,1,2,2,2,3,3,3,4,3,4,2,4,3,4,3,4,Biology,4,4,3,5,4,3,4,3,5,3,5,4,3,2,E1
